NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInParameter::RAMP_ATTR_LEFT_BALUSTER_ATTACH_PT;-1008306;Left Baluster Location
OdBm::BuiltInParameter::RAMP_ATTR_RIGHT_BALUSTER_ATTACH_PT;-1008307;Right Baluster Location
OdBm::BuiltInParameter::RAMP_ATTR_MATERIAL;-1008308;Ramp Material
OdBm::BuiltInParameter::RAMP_ATTR_TEXT_FONT;-1008309;Text Font
OdBm::BuiltInParameter::RAMP_ATTR_TEXT_SIZE;-1008310;Text Size
OdBm::BuiltInParameter::STAIRS_RAILING_HEIGHT;-1008602;Railing Height
OdBm::BuiltInParameter::STAIRS_RAILING_WIDTH;-1008603;Railing Width
OdBm::BuiltInParameter::STAIRS_RAILING_THICKNESS;-1008604;Railing Thickness
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_SHAPE;-1008605;Baluster Shape
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_SPACING_TYPE;-1008608;Baluster Spacing Type (Stair Railing Only)
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_SPACING;-1008609;Baluster Separation
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTERS_PER_TREAD;-1008610;Balusters Per Tread (Stair Railing Only)
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_WIDTH;-1008611;Baluster Width
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_LENGTH;-1008612;Baluster Length
OdBm::BuiltInParameter::STAIRS_RAILING_SHAPE;-1008614;Rail Shape
OdBm::BuiltInParameter::STAIRS_RAILING_RAIL_STRUCTURE;-1008615;Rail Structure (Non-Continuous)
OdBm::BuiltInParameter::STAIRS_RAILING_RAIL_HEIGHT;-1008616;Rail Height
OdBm::BuiltInParameter::STAIRS_RAILING_RAIL_OFFSET;-1008617;Rail Offset
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_FAMILY;-1008618;Baluster Family
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_OFFSET;-1008619;Baluster Offset
OdBm::BuiltInParameter::STAIRS_RAILING_BASE_LEVEL_PARAM;-1008620;Base Level
OdBm::BuiltInParameter::STAIRS_RAILING_HEIGHT_OFFSET;-1008621;Base Offset
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_HEIGHT;-1008622;Baluster Height
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_TOP_ANGLE;-1008623;Top Cut Angle
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_BOTTOM_ANGLE;-1008624;Bottom Cut Angle
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_SLOPE_ANGLE;-1008625;Slope Angle
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_PLACEMENT;-1008626;Baluster Placement
OdBm::BuiltInParameter::STAIRS_RAILING_RAIL_NAME;-1008627;Name
OdBm::BuiltInParameter::STAIRS_RAILING_HEIGHT_SHIFT_TYPE;-1008628;Use Landing Height Adjustment
OdBm::BuiltInParameter::STAIRS_RAILING_HEIGHT_SHIFT_VAL;-1008629;Landing Height Adjustment
OdBm::BuiltInParameter::STAIRS_RAILING_TANGENT_CONNECTION;-1008630;Tangent Joins
OdBm::BuiltInParameter::STAIRS_RAILING_ANGLED_CONNECTION;-1008631;Angled Joins
OdBm::BuiltInParameter::STAIRS_RAILING_CONNECTION;-1008632;Rail Connections
OdBm::BuiltInParameter::STAIRS_RAILING_BALUSTER_IS_POST;-1008633;Post
OdBm::BuiltInParameter::ELEMENT_LOCKED_PARAM;-1009000;Locked
OdBm::BuiltInParameter::ANALYTICAL_MODEL_START_ALIGNMENT_METHOD;-1009500;Start Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_START_Y_PROJECTION;-1009501;Start y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_START_Z_PROJECTION;-1009502;Start z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_END_ALIGNMENT_METHOD;-1009503;End Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_END_Y_PROJECTION;-1009504;End y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_END_Z_PROJECTION;-1009505;End z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_BASE_ALIGNMENT_METHOD;-1009506;Base Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_BASE_Z_PROJECTION;-1009507;Base z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_BASE_Y_PROJECTION;-1009508;Base y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_TOP_ALIGNMENT_METHOD;-1009509;Top Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_TOP_Z_PROJECTION;-1009510;Top z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_TOP_Y_PROJECTION;-1009511;Top y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_TOP_EXTENSION_METHOD;-1009512;Top Extension Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_COLUMN_TOP_EXTENSION;-1009513;Top x Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_BASE_EXTENSION_METHOD;-1009514;Base Extension Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_COLUMN_BASE_EXTENSION;-1009515;Base x Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_FLOOR_ALIGNMENT_METHOD;-1009516;Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_FLOOR_PROJECTION;-1009517;z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_WALL_ALIGNMENT_METHOD;-1009518;Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_WALL_PROJECTION;-1009519;z Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_WALL_TOP_PROJECTION;-1009520;Top y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_WALL_BASE_PROJECTION;-1009521;Base y Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_SKETCH_ALIGNMENT_METHOD;-1009522;Alignment Method
OdBm::BuiltInParameter::ANALYTICAL_MODEL_SKETCH_PROJECTION;-1009523;In-Plane Projection
OdBm::BuiltInParameter::ANALYTICAL_MODEL_PHYSICAL_TYPE;-1009524;Family Type
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_TRANSLATION_X;-1009525;X Translation
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_TRANSLATION_Y;-1009526;Y Translation
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_TRANSLATION_Z;-1009527;Z Translation
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_ROTATION_X;-1009528;X Rotation
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_ROTATION_Y;-1009529;Y Rotation
OdBm::BuiltInParameter::ANALYTICAL_LINK_RELEASE_ROTATION_Z;-1009530;Z Rotation
OdBm::BuiltInParameter::GENERIC_DEPTH;-1010003;Depth
OdBm::BuiltInParameter::DEBUGTAB_DATABOUNDCONTROLSDEMO_ENUM;-1010010;Options
OdBm::BuiltInParameter::DEBUGTAB_DATABOUNDCONTROLSDEMO_BOOLEAN;-1010011;Boolean
OdBm::BuiltInParameter::DEBUGTAB_DATABOUNDCONTROLSDEMO_INTEGER;-1010012;Integer
OdBm::BuiltInParameter::DEBUGTAB_DATABOUNDCONTROLSDEMO_DOUBLE;-1010013;Double
OdBm::BuiltInParameter::SHOW_ICON_PARAM;-1010016;Flag to display icon in Ribbon Combo Item
OdBm::BuiltInParameter::ICON_INDEX_PARAM;-1010017;Index Into Image File Name Array (for Use with XAML)
OdBm::BuiltInParameter::GROUPNAME_PARAM;-1010018;Group Name for Ribbon Combo Items (for Use with XAML)
OdBm::BuiltInParameter::ELLIPSE_X_PARAM;-1010020;X-Radius Value for Ellipse (for Use with XAML Data Template example)
OdBm::BuiltInParameter::ELLIPSE_Y_PARAM;-1010021;Y-Radius Value for Ellipse (for Use with XAML Data Template example)
OdBm::BuiltInParameter::RGB_R_PARAM;-1010022;Red value for RGB color spec. (for Use with XAML Data Template example)
OdBm::BuiltInParameter::RGB_G_PARAM;-1010023;Green value for RGB color spec. (for Use with XAML Data Template example)
OdBm::BuiltInParameter::RGB_B_PARAM;-1010024;Blue value for RGB color spec. (for Use with XAML Data Template example)
OdBm::BuiltInParameter::ALL_MODEL_DESCRIPTION;-1010103;Description
OdBm::BuiltInParameter::ALL_MODEL_URL;-1010104;URL
OdBm::BuiltInParameter::ALL_MODEL_TYPE_COMMENTS;-1010105;Type Comments
OdBm::BuiltInParameter::ALL_MODEL_INSTANCE_COMMENTS;-1010106;Comments
OdBm::BuiltInParameter::ALL_MODEL_MANUFACTURER;-1010108;Manufacturer
OdBm::BuiltInParameter::ALL_MODEL_MODEL;-1010109;Model
OdBm::BuiltInParameter::CURTAIN_WALL_PANELS_HEIGHT;-1010300;Height
OdBm::BuiltInParameter::CURTAIN_WALL_PANELS_WIDTH;-1010301;Width
OdBm::BuiltInParameter::CURTAIN_WALL_SYSPANEL_OFFSET;-1010302;Offset
OdBm::BuiltInParameter::CURTAIN_WALL_PANEL_HOST_ID;-1010303;Host Id
OdBm::BuiltInParameter::CURTAIN_WALL_SYSPANEL_THICKNESS;-1010304;Thickness
OdBm::BuiltInParameter::ELECTICAL_EQUIP_WATTAGE;-1010400;Wattage
OdBm::BuiltInParameter::ELECTICAL_EQUIP_VOLTAGE;-1010401;Voltage
OdBm::BuiltInParameter::LIGHTING_FIXTURE_WATTAGE;-1010500;Wattage Comments
OdBm::BuiltInParameter::LIGHTING_FIXTURE_LAMP;-1010501;Lamp
OdBm::BuiltInParameter::FBX_LIGHT_LIMUNOUS_FLUX;-1010503;Luminous Flux
OdBm::BuiltInParameter::FBX_LIGHT_SPOT_TILT_ANGLE;-1010505;Tilt Angle
OdBm::BuiltInParameter::FBX_LIGHT_SPOT_BEAM_ANGLE;-1010506;Spot Beam Angle
OdBm::BuiltInParameter::FBX_LIGHT_SPOT_FIELD_ANGLE;-1010507;Spot Field Angle
OdBm::BuiltInParameter::LIGHTING_FIXTURE_LIGHT_EMITTER;-1010508;Light Emitter
OdBm::BuiltInParameter::PLUMBING_FIXTURES_SUPPLY_FITTING;-1010700;Supply Fitting
OdBm::BuiltInParameter::PLUMBING_FIXTURES_SUPPLY_PIPE;-1010701;Supply Pipe
OdBm::BuiltInParameter::PLUMBING_FIXTURES_DRAIN;-1010702;Drain
OdBm::BuiltInParameter::PLUMBING_FIXTURES_TRAP;-1010703;Trap
OdBm::BuiltInParameter::PLUMBING_FIXTURES_HW_CONNECTION;-1010704;HW Connection
OdBm::BuiltInParameter::PLUMBING_FIXTURES_CW_CONNECTION;-1010705;CW Connection
OdBm::BuiltInParameter::PLUMBING_FIXTURES_WASTE_CONNECTION;-1010706;Waste Connection
OdBm::BuiltInParameter::PLUMBING_FIXTURES_VENT_CONNECTION;-1010707;Vent Connection
OdBm::BuiltInParameter::VIEW_DETAIL_LEVEL;-1011002;Detail Level
OdBm::BuiltInParameter::VIEW_PARTS_VISIBILITY;-1011003;Parts Visibility
OdBm::BuiltInParameter::INSULATION_WIDTH;-1011100;Insulation Width
OdBm::BuiltInParameter::INSULATION_SCALE;-1011101;Insulation Bulge to Width Ratio (1/x)
OdBm::BuiltInParameter::REPEATING_DETAIL_NUMBER;-1011103;Number
OdBm::BuiltInParameter::REPEATING_DETAIL_SPACING;-1011104;Spacing
OdBm::BuiltInParameter::REPEATING_DETAIL_LAYOUT;-1011105;Layout
OdBm::BuiltInParameter::REPEATING_DETAIL_ELEMENT;-1011106;Detail
OdBm::BuiltInParameter::REPEATING_DETAIL_INSIDE;-1011107;Inside
OdBm::BuiltInParameter::REPEATING_DETAIL_ROTATION;-1011109;Detail Rotation
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION;-1011900;Revision
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION_NUM;-1011901;Revision Number
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION_DESCRIPTION;-1011902;Revision Description
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION_DATE;-1011903;Revision Date
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION_ISSUED_TO;-1011904;Issued to
OdBm::BuiltInParameter::REVISION_CLOUD_REVISION_ISSUED_BY;-1011906;Issued by
OdBm::BuiltInParameter::PROJECT_REVISION_SEQUENCE_NUM;-1011950;Revision Sequence
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_NUM;-1011951;Revision Number
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_DESCRIPTION;-1011952;Revision Description
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_DATE;-1011953;Revision Date
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_ISSUED_TO;-1011954;Issued to
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_ISSUED_BY;-1011955;Issued by
OdBm::BuiltInParameter::PROJECT_REVISION_ENUMERATION;-1011956;Numbering
OdBm::BuiltInParameter::PROJECT_REVISION_REVISION_ISSUED;-1011957;Issued
OdBm::BuiltInParameter::MASSING_INTEGRATION_LEVEL;-1012000;Constrain to Massing
OdBm::BuiltInParameter::MASS_GROSS_AREA;-1012004;Gross Floor Area
OdBm::BuiltInParameter::MASS_FLOOR_AREA_LEVELS;-1012005;Mass Floors
OdBm::BuiltInParameter::MASS_GROSS_SURFACE_AREA;-1012006;Gross Surface Area
OdBm::BuiltInParameter::MASS_GROSS_VOLUME;-1012007;Gross Volume
OdBm::BuiltInParameter::LEVEL_DATA_FLOOR_PERIMETER;-1012009;Floor Perimeter
OdBm::BuiltInParameter::LEVEL_DATA_FLOOR_AREA;-1012010;Floor Area
OdBm::BuiltInParameter::LEVEL_DATA_SURFACE_AREA;-1012011;Exterior Surface Area
OdBm::BuiltInParameter::LEVEL_DATA_VOLUME;-1012012;Floor Volume
OdBm::BuiltInParameter::LEVEL_DATA_MASS_TYPE_PARAM;-1012013;Mass: Type
OdBm::BuiltInParameter::LEVEL_DATA_OWNING_LEVEL;-1012014;Level
OdBm::BuiltInParameter::LEVEL_DATA_SPACE_USAGE;-1012015;Usage
OdBm::BuiltInParameter::LEVEL_DATA_MASS_FAMILY_PARAM;-1012016;Mass: Family
OdBm::BuiltInParameter::LEVEL_DATA_MASS_FAMILY_AND_TYPE_PARAM;-1012017;Mass: Family and Type
OdBm::BuiltInParameter::LEVEL_DATA_MASS_TYPE_COMMENTS;-1012018;Mass: Type Comments
OdBm::BuiltInParameter::LEVEL_DATA_MASS_INSTANCE_COMMENTS;-1012019;Mass: Comments
OdBm::BuiltInParameter::LEVEL_DATA_MASS_TYPE_DESCRIPTION;-1012020;Mass: Description
OdBm::BuiltInParameter::MASS_ZONE_VOLUME;-1012021;Mass Zone Volume
OdBm::BuiltInParameter::MASS_ZONE_MATERIAL;-1012022;Graphical Appearance
OdBm::BuiltInParameter::MASS_SURFACEDATA_MATERIAL;-1012023;Graphical Appearance
OdBm::BuiltInParameter::CONCEPTUAL_CONSTRUCTION_MATERIAL;-1012024;Graphical Appearance
OdBm::BuiltInParameter::MASS_ZONE_FLOOR_AREA;-1012025;Mass Floor Area
OdBm::BuiltInParameter::MASS_ZONE_SPACE_TYPE_PARAM;-1012026;Space Type
OdBm::BuiltInParameter::MASS_ZONE_CONDITION_TYPE_PARAM;-1012027;Condition Type
OdBm::BuiltInParameter::MASS_DATA_CONCEPTUAL_CONSTRUCTION;-1012030;Conceptual Types
OdBm::BuiltInParameter::MASS_DATA_SUBCATEGORY;-1012031;Subcategory
OdBm::BuiltInParameter::MASS_DATA_MASS_EXTERIOR_WALL_AREA;-1012032;Mass Exterior Wall Area
OdBm::BuiltInParameter::MASS_DATA_MASS_INTERIOR_WALL_AREA;-1012033;Mass Interior Wall Area
OdBm::BuiltInParameter::MASS_DATA_MASS_ROOF_AREA;-1012034;Mass Roof Area
OdBm::BuiltInParameter::MASS_DATA_MASS_WINDOW_AREA;-1012035;Mass Window Area
OdBm::BuiltInParameter::MASS_DATA_MASS_SKYLIGHT_AREA;-1012036;Mass Skylight Area
OdBm::BuiltInParameter::MASS_DATA_MASS_OPENING_AREA;-1012037;Mass Opening Area
OdBm::BuiltInParameter::MASS_DATA_UNDERGROUND;-1012038;Underground
OdBm::BuiltInParameter::MASS_DATA_PERCENTAGE_GLAZING;-1012039;Target Percentage Glazing
OdBm::BuiltInParameter::MASS_DATA_GLAZING_IS_SHADED;-1012040;Glazing is Shaded
OdBm::BuiltInParameter::MASS_DATA_SHADE_DEPTH;-1012041;Shade Depth
OdBm::BuiltInParameter::MASS_DATA_SILL_HEIGHT;-1012042;Target Sill Height
OdBm::BuiltInParameter::MASS_DATA_PERCENTAGE_SKYLIGHTS;-1012043;Target Percentage Skylights
OdBm::BuiltInParameter::MASS_DATA_SKYLIGHT_WIDTH;-1012044;Skylight Width & Depth
OdBm::BuiltInParameter::MASS_DATA_SURFACE_DATA_SOURCE;-1012045;Values
OdBm::BuiltInParameter::ENERGY_ANALYSIS_CREATE_ANALYTICAL_MODEL;-1012046;Create Energy Model
OdBm::BuiltInParameter::ENERGY_ANALYSIS_BUILDING_OPERATING_SCHEDULE;-1012047;Building Operating Schedule
OdBm::BuiltInParameter::ENERGY_ANALYSIS_MASS_ZONING;-1012050;Mass Zoning
OdBm::BuiltInParameter::ENERGY_ANALYSIS_PERCENTAGE_GLAZING;-1012051;Target Percentage Glazing
OdBm::BuiltInParameter::ENERGY_ANALYSIS_SILL_HEIGHT;-1012052;Target Sill Height
OdBm::BuiltInParameter::ENERGY_ANALYSIS_GLAZING_IS_SHADED;-1012053;Glazing is Shaded
OdBm::BuiltInParameter::ENERGY_ANALYSIS_PERCENTAGE_SKYLIGHTS;-1012054;Target Percentage Skylights
OdBm::BuiltInParameter::ENERGY_ANALYSIS_SKYLIGHT_WIDTH;-1012055;Skylight Width & Depth
OdBm::BuiltInParameter::ENERGY_ANALYSIS_CONCEPTUAL_CONSTRUCTION;-1012056;Conceptual Types
OdBm::BuiltInParameter::ENERGY_ANALYSIS_SHADE_DEPTH;-1012057;Shade Depth
OdBm::BuiltInParameter::ENERGY_ANALYSIS_MASSZONE_COREOFFSET;-1012058;Perimeter Zone Depth
OdBm::BuiltInParameter::ENERGY_ANALYSIS_MASSZONE_DIVIDEPERIMETER;-1012059;Perimeter Zone Division
OdBm::BuiltInParameter::ENERGY_ANALYSIS_MASSZONE_USEENERGYDATASETTINGS;-1012060;Use Energy Data
OdBm::BuiltInParameter::ENERGY_ANALYSIS_OUTDOOR_AIR_INFORMATION_PARAM;-1012061;Outdoor Air Information
OdBm::BuiltInParameter::ENERGY_ANALYSIS_HVAC_SYSTEM;-1012062;HVAC System
OdBm::BuiltInParameter::MASS_DATA_SLAB;-1012098;Slab
OdBm::BuiltInParameter::PHASE_CREATED;-1012100;Phase Created
OdBm::BuiltInParameter::PHASE_DEMOLISHED;-1012101;Phase Demolished
OdBm::BuiltInParameter::VIEW_PHASE;-1012102;Phase
OdBm::BuiltInParameter::VIEW_PHASE_FILTER;-1012103;Phase Filter
OdBm::BuiltInParameter::VIEW_TYPE;-1012106;Family and Type
OdBm::BuiltInParameter::VIEW_FAMILY;-1012109;Family
OdBm::BuiltInParameter::PHASE_NAME;-1012110;Name
OdBm::BuiltInParameter::PHASE_SEQUENCE_NUMBER;-1012111;Sequence Number
OdBm::BuiltInParameter::ROOM_PHASE_ID;-1012112;Phase Id
OdBm::BuiltInParameter::ROOM_PHASE;-1012113;Phase
OdBm::BuiltInParameter::ORIENT_BY_VIEW;-1012200;Rotate With Text
OdBm::BuiltInParameter::DATUM_VOLUME_OF_INTEREST;-1012201;Scope Box
OdBm::BuiltInParameter::VIEWER_VOLUME_OF_INTEREST_CROP;-1012202;Scope Box
OdBm::BuiltInParameter::VOLUME_OF_INTEREST_VIEWS_VISIBLE;-1012203;Views Visible
OdBm::BuiltInParameter::VOLUME_OF_INTEREST_NAME;-1012205;Name
OdBm::BuiltInParameter::POINT_ELEVATION;-1012400;Elevation
OdBm::BuiltInParameter::CONTOUR_ELEVATION;-1012401;Elevation
OdBm::BuiltInParameter::CONTOUR_ELEVATION_STEP;-1012402;Increment
OdBm::BuiltInParameter::BOUNDARY_DISTANCE;-1012403;Distance
OdBm::BuiltInParameter::BOUNDARY_BEARING;-1012404;Bearing
OdBm::BuiltInParameter::CONTOUR_SUBCATEGORY_ID;-1012405;Subcategory
OdBm::BuiltInParameter::BOUNDARY_RADIUS;-1012407;Radius
OdBm::BuiltInParameter::BUILDINGPAD_THICKNESS;-1012501;Thickness
OdBm::BuiltInParameter::BUILDINGPAD_HEIGHTABOVELEVEL_PARAM;-1012502;Height Offset From Level
OdBm::BuiltInParameter::PROPERTY_AREA;-1012600;Area
OdBm::BuiltInParameter::SURFACE_AREA;-1012601;Surface Area
OdBm::BuiltInParameter::SURFACE_PERIMETER;-1012602;Perimeter
OdBm::BuiltInParameter::VOLUME_CUT;-1012603;Cut
OdBm::BuiltInParameter::VOLUME_FILL;-1012604;Fill
OdBm::BuiltInParameter::PROPERTY_AREA_OPEN;-1012606;Area
OdBm::BuiltInParameter::PROPERTY_SUBCATEGORY_ID;-1012607;Subcategory
OdBm::BuiltInParameter::CONTOUR_LABELS_PRIMARY_ONLY;-1012608;Label primary contours only
OdBm::BuiltInParameter::CONTOUR_LABELS_LINEAR_UNITS;-1012609;Units Format
OdBm::BuiltInParameter::PROJECTED_SURFACE_AREA;-1012610;Projected Area
OdBm::BuiltInParameter::VOLUME_NET;-1012611;Net cut/fill
OdBm::BuiltInParameter::PROPERTY_AREA_UNITS;-1012612;Area Units, Format
OdBm::BuiltInParameter::PROPERTY_LENGTH_UNITS;-1012613;Units Format
OdBm::BuiltInParameter::PROPERTY_SEGMENT_DISTANCE;-1012614;Distance
OdBm::BuiltInParameter::PROPERTY_SEGMENT_N_S;-1012615;N/S
OdBm::BuiltInParameter::PROPERTY_SEGMENT_BEARING;-1012616;Bearing
OdBm::BuiltInParameter::PROPERTY_SEGMENT_E_W;-1012617;E/W
OdBm::BuiltInParameter::PROPERTY_SEGMENT_RADIUS;-1012618;Radius
OdBm::BuiltInParameter::PROPERTY_SEGMENT_L_R;-1012619;L/R
OdBm::BuiltInParameter::PROPERTY_SEGMENT_SUBCATEGORY_ID;-1012620;Subcategory
OdBm::BuiltInParameter::CONTOUR_LABELS_ELEV_BASE_TYPE;-1012621;Elevation Base
OdBm::BuiltInParameter::CONTOUR_LABELS_RELATIVE_BASE;-1012622;Relative Base
OdBm::BuiltInParameter::AREA_TYPE;-1012701;Area Type
OdBm::BuiltInParameter::AREA_TYPE_TEXT;-1012703;Area Type
OdBm::BuiltInParameter::AREA_SCHEME_ID;-1012704;Area Scheme Id
OdBm::BuiltInParameter::AREA_SCHEME_NAME;-1012705;Name
OdBm::BuiltInParameter::FAMILY_ROTATE_TEXT_WITH_COMPONENT;-1012706;Rotate text with component
OdBm::BuiltInParameter::WALL_SWEEP_PROFILE_PARAM;-1012800;Profile
OdBm::BuiltInParameter::WALL_SWEEP_LEVEL_PARAM;-1012801;Level
OdBm::BuiltInParameter::WALL_SWEEP_OFFSET_PARAM;-1012802;Offset From Level
OdBm::BuiltInParameter::WALL_SWEEP_WALL_OFFSET_PARAM;-1012804;Offset From Wall
OdBm::BuiltInParameter::HOST_AREA_COMPUTED;-1012805;Area
OdBm::BuiltInParameter::HOST_VOLUME_COMPUTED;-1012806;Volume
OdBm::BuiltInParameter::FAMILY_ROTATE_WITH_COMPONENT;-1012807;Rotate with component
OdBm::BuiltInParameter::FAMILY_ALWAYS_VERTICAL;-1012808;Always vertical
OdBm::BuiltInParameter::WALL_SWEEP_WALL_SUBCATEGORY_ID;-1012809;Subcategory of Walls
OdBm::BuiltInParameter::FAMILY_KEY_EXT_PARAM;-1012810;Filter Parameter
OdBm::BuiltInParameter::FAMILY_ALLOW_CUT_WITH_VOIDS;-1012811;Cut with Voids When Loaded
OdBm::BuiltInParameter::DECAL_ATTRIBUTES;-1012812;Decal Attributes
OdBm::BuiltInParameter::DECAL_LOCK_PROPORTIONS;-1012813;Lock Proportions
OdBm::BuiltInParameter::DECAL_WIDTH;-1012814;Width
OdBm::BuiltInParameter::DECAL_HEIGHT;-1012815;Height
OdBm::BuiltInParameter::DECAL_SUBCATEGORY_ID;-1012818;Subcategory
OdBm::BuiltInParameter::FASCIA_PROFILE_PARAM;-1012819;Profile
OdBm::BuiltInParameter::SWEEP_BASE_ROOF_SUBCATEGORY_ID;-1012820;Subcategory of Roofs
OdBm::BuiltInParameter::SWEEP_BASE_FLOOR_SUBCATEGORY_ID;-1012821;Subcategory of Floors
OdBm::BuiltInParameter::FASCIA_MATERIAL_PARAM;-1012822;Material
OdBm::BuiltInParameter::GUTTER_MATERIAL_PARAM;-1012823;Material
OdBm::BuiltInParameter::SLAB_EDGE_MATERIAL_PARAM;-1012824;Material
OdBm::BuiltInParameter::SWEEP_BASE_OFFSET;-1012825;Horizontal Profile Offset
OdBm::BuiltInParameter::SWEEP_BASE_VERT_OFFSET;-1012827;Vertical Profile Offset
OdBm::BuiltInParameter::WALL_TOP_EXTENSION_DIST_PARAM;-1012828;Top Extension Distance
OdBm::BuiltInParameter::WALL_BOTTOM_EXTENSION_DIST_PARAM;-1012829;Base Extension Distance
OdBm::BuiltInParameter::FAMILY_KEEP_TEXT_READABLE;-1012830;Keep text readable
OdBm::BuiltInParameter::FAMILY_IS_PARAMETRIC;-1012831;Is parametric
OdBm::BuiltInParameter::FAMILY_AUTOJOIN;-1012832;Automatically joins geometry to walls
OdBm::BuiltInParameter::FAMILY_WORK_PLANE_BASED;-1012833;Work Plane-Based
OdBm::BuiltInParameter::FAMILY_SHARED;-1012834;Shared
OdBm::BuiltInParameter::REVEAL_PROFILE_PARAM;-1012835;Profile
OdBm::BuiltInParameter::GUTTER_PROFILE_PARAM;-1012836;Profile
OdBm::BuiltInParameter::SLAB_EDGE_PROFILE_PARAM;-1012837;Profile
OdBm::BuiltInParameter::WALL_SWEEP_CUT_BY_INSERTS_PARAM;-1012838;Cut by Inserts
OdBm::BuiltInParameter::WALL_SWEEP_CUTS_WALL_PARAM;-1012839;Cuts Wall
OdBm::BuiltInParameter::WALL_SWEEP_DEFAULT_SETBACK_PARAM;-1012840;Default Setback
OdBm::BuiltInParameter::FAMILY_USE_PRECUT_SHAPE;-1012841;Show family pre-cut in plan views
OdBm::BuiltInParameter::FAMILY_IS_ELEVATION_MARK_BODY;-1012842;Elevation Mark Use
OdBm::BuiltInParameter::FAMILY_HOSTING_BEHAVIOR;-1012843;Host
OdBm::BuiltInParameter::JOIN_STRENGTH_ORDER;-1012870;Abstract Join Strength Order
OdBm::BuiltInParameter::SKETCH_GRID_SPACING_PARAM;-1013000;Work Plane Grid Spacing
OdBm::BuiltInParameter::GUIDE_GRID_SPACING_PARAM;-1013001;Guide Spacing
OdBm::BuiltInParameter::GUIDE_GRID_NAME_PARAM;-1013002;Name
OdBm::BuiltInParameter::PLAN_REGION_VIEW_RANGE;-1013103;View Range
OdBm::BuiltInParameter::DESIGN_OPTION_PARAM;-1013200;Design Option
OdBm::BuiltInParameter::DESIGN_OPTION_ID;-1013201;Design Option
OdBm::BuiltInParameter::SPACING_LAYOUT_VERT;-1013300;Layout
OdBm::BuiltInParameter::SPACING_LAYOUT_HORIZ;-1013301;Layout
OdBm::BuiltInParameter::SPACING_LENGTH_VERT;-1013302;Spacing
OdBm::BuiltInParameter::SPACING_LENGTH_HORIZ;-1013303;Spacing
OdBm::BuiltInParameter::SPACING_JUSTIFICATION_VERT;-1013304;Justification
OdBm::BuiltInParameter::SPACING_JUSTIFICATION_HORIZ;-1013305;Justification
